DT,Y,D1,D2,D3,D4,D5,D6,D7
A399,13.581,13.844,14.081,14.312,14.272,13.737,11.843,13.141
A400,11.785,13.581,13.844,14.081,14.312,14.272,13.737,11.843
A401,12.057,11.785,13.581,13.844,14.081,14.312,14.272,13.737
A402,14.011,12.057,11.785,13.581,13.844,14.081,14.312,14.272
A403,14.098,14.011,12.057,11.785,13.581,13.844,14.081,14.312
A404,14.048,14.098,14.011,12.057,11.785,13.581,13.844,14.081
A405,14.127,14.048,14.098,14.011,12.057,11.785,13.581,13.844
A406,13.107,14.127,14.048,14.098,14.011,12.057,11.785,13.581
A407,11.700,13.107,14.127,14.048,14.098,14.011,12.057,11.785
A408,13.583,11.700,13.107,14.127,14.048,14.098,14.011,12.057
A409,14.058,13.583,11.700,13.107,14.127,14.048,14.098,14.011
A410,14.289,14.058,13.583,11.700,13.107,14.127,14.048,14.098
A411,14.244,14.289,14.058,13.583,11.700,13.107,14.127,14.048
A412,14.057,14.244,14.289,14.058,13.583,11.700,13.107,14.127
A413,12.675,14.057,14.244,14.289,14.058,13.583,11.700,13.107
A414,11.572,12.675,14.057,14.244,14.289,14.058,13.583,11.700
A415,12.535,11.572,12.675,14.057,14.244,14.289,14.058,13.583
A416,11.762,12.535,11.572,12.675,14.057,14.244,14.289,14.058
A417,12.937,11.762,12.535,11.572,12.675,14.057,14.244,14.289
A418,13.757,12.937,11.762,12.535,11.572,12.675,14.057,14.244
A419,13.899,13.757,12.937,11.762,12.535,11.572,12.675,14.057
A420,12.842,13.899,13.757,12.937,11.762,12.535,11.572,12.675
A421,11.818,12.842,13.899,13.757,12.937,11.762,12.535,11.572
A422,13.902,11.818,12.842,13.899,13.757,12.937,11.762,12.535
A423,14.347,13.902,11.818,12.842,13.899,13.757,12.937,11.762
A424,14.392,14.347,13.902,11.818,12.842,13.899,13.757,12.937
A425,13.981,14.392,14.347,13.902,11.818,12.842,13.899,13.757
A426,13.915,13.981,14.392,14.347,13.902,11.818,12.842,13.899
A427,12.677,13.915,13.981,14.392,14.347,13.902,11.818,12.842
A428,11.787,12.677,13.915,13.981,14.392,14.347,13.902,11.818
A429,13.813,11.787,12.677,13.915,13.981,14.392,14.347,13.902
A430,14.137,13.813,11.787,12.677,13.915,13.981,14.392,14.347
A431,14.160,14.137,13.813,11.787,12.677,13.915,13.981,14.392
A432,14.526,14.160,14.137,13.813,11.787,12.677,13.915,13.981
A433,14.523,14.526,14.160,14.137,13.813,11.787,12.677,13.915
A434,12.859,14.523,14.526,14.160,14.137,13.813,11.787,12.677
A435,11.559,12.859,14.523,14.526,14.160,14.137,13.813,11.787
A436,14.317,11.559,12.859,14.523,14.526,14.160,14.137,13.813
A437,14.473,14.317,11.559,12.859,14.523,14.526,14.160,14.137
A438,14.175,14.473,14.317,11.559,12.859,14.523,14.526,14.160
A439,14.318,14.175,14.473,14.317,11.559,12.859,14.523,14.526
A440,14.342,14.318,14.175,14.473,14.317,11.559,12.859,14.523
A441,13.130,14.342,14.318,14.175,14.473,14.317,11.559,12.859
A442,11.976,13.130,14.342,14.318,14.175,14.473,14.317,11.559
A443,14.047,11.976,13.130,14.342,14.318,14.175,14.473,14.317
A444,14.403,14.047,11.976,13.130,14.342,14.318,14.175,14.473
A445,14.183,14.403,14.047,11.976,13.130,14.342,14.318,14.175
A446,14.331,14.183,14.403,14.047,11.976,13.130,14.342,14.318
A447,14.408,14.331,14.183,14.403,14.047,11.976,13.130,14.342
A448,13.245,14.408,14.331,14.183,14.403,14.047,11.976,13.130
A449,11.935,13.245,14.408,14.331,14.183,14.403,14.047,11.976
A450,14.165,11.935,13.245,14.408,14.331,14.183,14.403,14.047
A451,14.602,14.165,11.935,13.245,14.408,14.331,14.183,14.403
A452,14.533,14.602,14.165,11.935,13.245,14.408,14.331,14.183
A453,14.481,14.533,14.602,14.165,11.935,13.245,14.408,14.331
A454,14.607,14.481,14.533,14.602,14.165,11.935,13.245,14.408
A455,13.552,14.607,14.481,14.533,14.602,14.165,11.935,13.245
A456,12.386,13.552,14.607,14.481,14.533,14.602,14.165,11.935
A457,14.485,12.386,13.552,14.607,14.481,14.533,14.602,14.165
A458,14.408,14.485,12.386,13.552,14.607,14.481,14.533,14.602
A459,14.571,14.408,14.485,12.386,13.552,14.607,14.481,14.533
A460,13.980,14.571,14.408,14.485,12.386,13.552,14.607,14.481
A461,11.727,13.980,14.571,14.408,14.485,12.386,13.552,14.607
A462,12.544,11.727,13.980,14.571,14.408,14.485,12.386,13.552
A463,11.909,12.544,11.727,13.980,14.571,14.408,14.485,12.386
A464,12.394,11.909,12.544,11.727,13.980,14.571,14.408,14.485
A465,14.742,12.394,11.909,12.544,11.727,13.980,14.571,14.408
A466,14.664,14.742,12.394,11.909,12.544,11.727,13.980,14.571
A467,14.611,14.664,14.742,12.394,11.909,12.544,11.727,13.980
A468,14.578,14.611,14.664,14.742,12.394,11.909,12.544,11.727
A469,13.151,14.578,14.611,14.664,14.742,12.394,11.909,12.544
A470,12.141,13.151,14.578,14.611,14.664,14.742,12.394,11.909
A471,14.253,12.141,13.151,14.578,14.611,14.664,14.742,12.394
A472,14.761,14.253,12.141,13.151,14.578,14.611,14.664,14.742
A473,14.792,14.761,14.253,12.141,13.151,14.578,14.611,14.664
A474,12.414,14.792,14.761,14.253,12.141,13.151,14.578,14.611
A475,14.092,12.414,14.792,14.761,14.253,12.141,13.151,14.578
A476,13.269,14.092,12.414,14.792,14.761,14.253,12.141,13.151
A477,12.210,13.269,14.092,12.414,14.792,14.761,14.253,12.141
A478,14.130,12.210,13.269,14.092,12.414,14.792,14.761,14.253
A479,14.295,14.130,12.210,13.269,14.092,12.414,14.792,14.761
A480,14.671,14.295,14.130,12.210,13.269,14.092,12.414,14.792
A481,15.124,14.671,14.295,14.130,12.210,13.269,14.092,12.414
A482,15.140,15.124,14.671,14.295,14.130,12.210,13.269,14.092
A483,13.754,15.140,15.124,14.671,14.295,14.130,12.210,13.269
A484,12.381,13.754,15.140,15.124,14.671,14.295,14.130,12.210
A485,14.765,12.381,13.754,15.140,15.124,14.671,14.295,14.130
A486,14.734,14.765,12.381,13.754,15.140,15.124,14.671,14.295
A487,14.860,14.734,14.765,12.381,13.754,15.140,15.124,14.671
A488,14.744,14.860,14.734,14.765,12.381,13.754,15.140,15.124
A489,14.650,14.744,14.860,14.734,14.765,12.381,13.754,15.140
A490,13.473,14.650,14.744,14.860,14.734,14.765,12.381,13.754
A491,12.284,13.473,14.650,14.744,14.860,14.734,14.765,12.381
A492,14.726,12.284,13.473,14.650,14.744,14.860,14.734,14.765
A493,15.018,14.726,12.284,13.473,14.650,14.744,14.860,14.734
A494,15.002,15.018,14.726,12.284,13.473,14.650,14.744,14.860
A495,15.183,15.002,15.018,14.726,12.284,13.473,14.650,14.744
A496,15.328,15.183,15.002,15.018,14.726,12.284,13.473,14.650
A497,14.080,15.328,15.183,15.002,15.018,14.726,12.284,13.473
A498,12.800,14.080,15.328,15.183,15.002,15.018,14.726,12.284
A499,15.148,12.800,14.080,15.328,15.183,15.002,15.018,14.726
A500,15.178,15.148,12.800,14.080,15.328,15.183,15.002,15.018
A501,15.093,15.178,15.148,12.800,14.080,15.328,15.183,15.002
A502,15.177,15.093,15.178,15.148,12.800,14.080,15.328,15.183
A503,15.105,15.177,15.093,15.178,15.148,12.800,14.080,15.328
A504,13.617,15.105,15.177,15.093,15.178,15.148,12.800,14.080
A505,12.480,13.617,15.105,15.177,15.093,15.178,15.148,12.800
A506,14.778,12.480,13.617,15.105,15.177,15.093,15.178,15.148
A507,15.147,14.778,12.480,13.617,15.105,15.177,15.093,15.178
A508,15.266,15.147,14.778,12.480,13.617,15.105,15.177,15.093
A509,15.160,15.266,15.147,14.778,12.480,13.617,15.105,15.177
A510,15.143,15.160,15.266,15.147,14.778,12.480,13.617,15.105
A511,14.008,15.143,15.160,15.266,15.147,14.778,12.480,13.617
A512,12.698,14.008,15.143,15.160,15.266,15.147,14.778,12.480
A513,14.962,12.698,14.008,15.143,15.160,15.266,15.147,14.778
A514,15.311,14.962,12.698,14.008,15.143,15.160,15.266,15.147
A515,15.347,15.311,14.962,12.698,14.008,15.143,15.160,15.266
A516,15.445,15.347,15.311,14.962,12.698,14.008,15.143,15.160
A517,15.229,15.445,15.347,15.311,14.962,12.698,14.008,15.143
A518,13.984,15.229,15.445,15.347,15.311,14.962,12.698,14.008
A519,12.715,13.984,15.229,15.445,15.347,15.311,14.962,12.698
A520,14.941,12.715,13.984,15.229,15.445,15.347,15.311,14.962
A521,14.845,14.941,12.715,13.984,15.229,15.445,15.347,15.311
A522,14.951,14.845,14.941,12.715,13.984,15.229,15.445,15.347
A523,12.893,14.951,14.845,14.941,12.715,13.984,15.229,15.445
A524,14.916,12.893,14.951,14.845,14.941,12.715,13.984,15.229
A525,13.811,14.916,12.893,14.951,14.845,14.941,12.715,13.984
A526,12.492,13.811,14.916,12.893,14.951,14.845,14.941,12.715
A527,14.942,12.492,13.811,14.916,12.893,14.951,14.845,14.941
A528,15.199,14.942,12.492,13.811,14.916,12.893,14.951,14.845
A529,15.351,15.199,14.942,12.492,13.811,14.916,12.893,14.951
A530,15.463,15.351,15.199,14.942,12.492,13.811,14.916,12.893
A531,15.388,15.463,15.351,15.199,14.942,12.492,13.811,14.916
A532,14.020,15.388,15.463,15.351,15.199,14.942,12.492,13.811
A533,12.711,14.020,15.388,15.463,15.351,15.199,14.942,12.492
A534,15.087,12.711,14.020,15.388,15.463,15.351,15.199,14.942
A535,15.352,15.087,12.711,14.020,15.388,15.463,15.351,15.199
A536,14.733,15.352,15.087,12.711,14.020,15.388,15.463,15.351
A537,14.789,14.733,15.352,15.087,12.711,14.020,15.388,15.463
A538,14.763,14.789,14.733,15.352,15.087,12.711,14.020,15.388
A539,13.575,14.763,14.789,14.733,15.352,15.087,12.711,14.020
A540,12.404,13.575,14.763,14.789,14.733,15.352,15.087,12.711
A541,14.747,12.404,13.575,14.763,14.789,14.733,15.352,15.087
A542,15.019,14.747,12.404,13.575,14.763,14.789,14.733,15.352
A543,15.149,15.019,14.747,12.404,13.575,14.763,14.789,14.733
A544,15.249,15.149,15.019,14.747,12.404,13.575,14.763,14.789
A545,14.897,15.249,15.149,15.019,14.747,12.404,13.575,14.763
A546,13.604,14.897,15.249,15.149,15.019,14.747,12.404,13.575
A547,12.516,13.604,14.897,15.249,15.149,15.019,14.747,12.404
A548,14.800,12.516,13.604,14.897,15.249,15.149,15.019,14.747
A549,14.938,14.800,12.516,13.604,14.897,15.249,15.149,15.019
A550,15.136,14.938,14.800,12.516,13.604,14.897,15.249,15.149
A551,15.223,15.136,14.938,14.800,12.516,13.604,14.897,15.249
A552,15.008,15.223,15.136,14.938,14.800,12.516,13.604,14.897
A553,13.637,15.008,15.223,15.136,14.938,14.800,12.516,13.604
A554,12.454,13.637,15.008,15.223,15.136,14.938,14.800,12.516
A555,14.855,12.454,13.637,15.008,15.223,15.136,14.938,14.800
A556,15.059,14.855,12.454,13.637,15.008,15.223,15.136,14.938
A557,15.163,15.059,14.855,12.454,13.637,15.008,15.223,15.136
A558,15.213,15.163,15.059,14.855,12.454,13.637,15.008,15.223
A559,15.034,15.213,15.163,15.059,14.855,12.454,13.637,15.008
A560,13.557,15.034,15.213,15.163,15.059,14.855,12.454,13.637
A561,12.092,13.557,15.034,15.213,15.163,15.059,14.855,12.454
A562,14.566,12.092,13.557,15.034,15.213,15.163,15.059,14.855
A563,15.136,14.566,12.092,13.557,15.034,15.213,15.163,15.059
A564,15.308,15.136,14.566,12.092,13.557,15.034,15.213,15.163
A565,15.348,15.308,15.136,14.566,12.092,13.557,15.034,15.213
A566,15.311,15.348,15.308,15.136,14.566,12.092,13.557,15.034
A567,14.092,15.311,15.348,15.308,15.136,14.566,12.092,13.557
A568,12.815,14.092,15.311,15.348,15.308,15.136,14.566,12.092
A569,15.117,12.815,14.092,15.311,15.348,15.308,15.136,14.566
A570,15.433,15.117,12.815,14.092,15.311,15.348,15.308,15.136
A571,15.593,15.433,15.117,12.815,14.092,15.311,15.348,15.308
A572,15.687,15.593,15.433,15.117,12.815,14.092,15.311,15.348
A573,15.491,15.687,15.593,15.433,15.117,12.815,14.092,15.311
A574,14.146,15.491,15.687,15.593,15.433,15.117,12.815,14.092
A575,12.721,14.146,15.491,15.687,15.593,15.433,15.117,12.815
A576,15.218,12.721,14.146,15.491,15.687,15.593,15.433,15.117
A577,15.748,15.218,12.721,14.146,15.491,15.687,15.593,15.433
A578,15.684,15.748,15.218,12.721,14.146,15.491,15.687,15.593
A579,15.718,15.684,15.748,15.218,12.721,14.146,15.491,15.687
A580,14.046,15.718,15.684,15.748,15.218,12.721,14.146,15.491
A581,13.913,14.046,15.718,15.684,15.748,15.218,12.721,14.146
A582,12.733,13.913,14.046,15.718,15.684,15.748,15.218,12.721
A583,15.222,12.733,13.913,14.046,15.718,15.684,15.748,15.218
A584,15.118,15.222,12.733,13.913,14.046,15.718,15.684,15.748
A585,15.270,15.118,15.222,12.733,13.913,14.046,15.718,15.684
A586,15.739,15.270,15.118,15.222,12.733,13.913,14.046,15.718
A587,15.941,15.739,15.270,15.118,15.222,12.733,13.913,14.046
A588,14.479,15.941,15.739,15.270,15.118,15.222,12.733,13.913
A589,13.199,14.479,15.941,15.739,15.270,15.118,15.222,12.733
A590,15.675,13.199,14.479,15.941,15.739,15.270,15.118,15.222
A591,15.561,15.675,13.199,14.479,15.941,15.739,15.270,15.118
A592,15.689,15.561,15.675,13.199,14.479,15.941,15.739,15.270
A593,15.496,15.689,15.561,15.675,13.199,14.479,15.941,15.739
A594,15.430,15.496,15.689,15.561,15.675,13.199,14.479,15.941
A595,13.948,15.430,15.496,15.689,15.561,15.675,13.199,14.479
A596,12.541,13.948,15.430,15.496,15.689,15.561,15.675,13.199
A597,15.006,12.541,13.948,15.430,15.496,15.689,15.561,15.675
A598,15.463,15.006,12.541,13.948,15.430,15.496,15.689,15.561
A599,15.619,15.463,15.006,12.541,13.948,15.430,15.496,15.689
A600,15.694,15.619,15.463,15.006,12.541,13.948,15.430,15.496
A601,15.647,15.694,15.619,15.463,15.006,12.541,13.948,15.430
A602,14.317,15.647,15.694,15.619,15.463,15.006,12.541,13.948
A603,13.011,14.317,15.647,15.694,15.619,15.463,15.006,12.541
A604,15.750,13.011,14.317,15.647,15.694,15.619,15.463,15.006
A605,16.179,15.750,13.011,14.317,15.647,15.694,15.619,15.463
A606,16.163,16.179,15.750,13.011,14.317,15.647,15.694,15.619
A607,15.940,16.163,16.179,15.750,13.011,14.317,15.647,15.694
A608,15.704,15.940,16.163,16.179,15.750,13.011,14.317,15.647
A609,14.221,15.704,15.940,16.163,16.179,15.750,13.011,14.317
A610,12.979,14.221,15.704,15.940,16.163,16.179,15.750,13.011
A611,15.511,12.979,14.221,15.704,15.940,16.163,16.179,15.750
A612,15.349,15.511,12.979,14.221,15.704,15.940,16.163,16.179
A613,15.615,15.349,15.511,12.979,14.221,15.704,15.940,16.163
A614,15.864,15.615,15.349,15.511,12.979,14.221,15.704,15.940
A615,16.014,15.864,15.615,15.349,15.511,12.979,14.221,15.704
A616,14.380,16.014,15.864,15.615,15.349,15.511,12.979,14.221
A617,12.911,14.380,16.014,15.864,15.615,15.349,15.511,12.979
A618,15.784,12.911,14.380,16.014,15.864,15.615,15.349,15.511
A619,16.092,15.784,12.911,14.380,16.014,15.864,15.615,15.349
A620,15.984,16.092,15.784,12.911,14.380,16.014,15.864,15.615
A621,15.900,15.984,16.092,15.784,12.911,14.380,16.014,15.864
A622,15.849,15.900,15.984,16.092,15.784,12.911,14.380,16.014
A623,14.361,15.849,15.900,15.984,16.092,15.784,12.911,14.380
A624,13.028,14.361,15.849,15.900,15.984,16.092,15.784,12.911
A625,15.859,13.028,14.361,15.849,15.900,15.984,16.092,15.784
A626,16.085,15.859,13.028,14.361,15.849,15.900,15.984,16.092
A627,16.228,16.085,15.859,13.028,14.361,15.849,15.900,15.984
A628,16.008,16.228,16.085,15.859,13.028,14.361,15.849,15.900
A629,15.855,16.008,16.228,16.085,15.859,13.028,14.361,15.849
A630,14.510,15.855,16.008,16.228,16.085,15.859,13.028,14.361
A631,13.195,14.510,15.855,16.008,16.228,16.085,15.859,13.028
A632,15.740,13.195,14.510,15.855,16.008,16.228,16.085,15.859
A633,15.997,15.740,13.195,14.510,15.855,16.008,16.228,16.085
A634,16.140,15.997,15.740,13.195,14.510,15.855,16.008,16.228
A635,16.188,16.140,15.997,15.740,13.195,14.510,15.855,16.008
A636,16.061,16.188,16.140,15.997,15.740,13.195,14.510,15.855
A637,14.598,16.061,16.188,16.140,15.997,15.740,13.195,14.510
A638,13.112,14.598,16.061,16.188,16.140,15.997,15.740,13.195
A639,15.653,13.112,14.598,16.061,16.188,16.140,15.997,15.740
A640,16.290,15.653,13.112,14.598,16.061,16.188,16.140,15.997
A641,15.812,16.290,15.653,13.112,14.598,16.061,16.188,16.140
A642,16.069,15.812,16.290,15.653,13.112,14.598,16.061,16.188
A643,15.638,16.069,15.812,16.290,15.653,13.112,14.598,16.061
A644,14.165,15.638,16.069,15.812,16.290,15.653,13.112,14.598
A645,12.568,14.165,15.638,16.069,15.812,16.290,15.653,13.112
A646,15.849,12.568,14.165,15.638,16.069,15.812,16.290,15.653
A647,16.067,15.849,12.568,14.165,15.638,16.069,15.812,16.290
A648,15.980,16.067,15.849,12.568,14.165,15.638,16.069,15.812
A649,15.951,15.980,16.067,15.849,12.568,14.165,15.638,16.069
A650,15.898,15.951,15.980,16.067,15.849,12.568,14.165,15.638
A651,14.492,15.898,15.951,15.980,16.067,15.849,12.568,14.165
A652,13.202,14.492,15.898,15.951,15.980,16.067,15.849,12.568
A653,14.461,13.202,14.492,15.898,15.951,15.980,16.067,15.849
A654,15.576,14.461,13.202,14.492,15.898,15.951,15.980,16.067
A655,15.978,15.576,14.461,13.202,14.492,15.898,15.951,15.980
A656,15.954,15.978,15.576,14.461,13.202,14.492,15.898,15.951
A657,15.730,15.954,15.978,15.576,14.461,13.202,14.492,15.898
A658,14.476,15.730,15.954,15.978,15.576,14.461,13.202,14.492
A659,13.039,14.476,15.730,15.954,15.978,15.576,14.461,13.202
A660,15.586,13.039,14.476,15.730,15.954,15.978,15.576,14.461
A661,15.820,15.586,13.039,14.476,15.730,15.954,15.978,15.576
A662,15.653,15.820,15.586,13.039,14.476,15.730,15.954,15.978
A663,15.972,15.653,15.820,15.586,13.039,14.476,15.730,15.954
A664,16.230,15.972,15.653,15.820,15.586,13.039,14.476,15.730
A665,14.623,16.230,15.972,15.653,15.820,15.586,13.039,14.476
A666,13.082,14.623,16.230,15.972,15.653,15.820,15.586,13.039
A667,15.536,13.082,14.623,16.230,15.972,15.653,15.820,15.586
A668,16.029,15.536,13.082,14.623,16.230,15.972,15.653,15.820
A669,16.261,16.029,15.536,13.082,14.623,16.230,15.972,15.653
A670,16.096,16.261,16.029,15.536,13.082,14.623,16.230,15.972
A671,15.961,16.096,16.261,16.029,15.536,13.082,14.623,16.230
A672,13.958,15.961,16.096,16.261,16.029,15.536,13.082,14.623
A673,13.186,13.958,15.961,16.096,16.261,16.029,15.536,13.082
A674,15.632,13.186,13.958,15.961,16.096,16.261,16.029,15.536
A675,15.913,15.632,13.186,13.958,15.961,16.096,16.261,16.029
A676,15.933,15.913,15.632,13.186,13.958,15.961,16.096,16.261
A677,15.875,15.933,15.913,15.632,13.186,13.958,15.961,16.096
A678,15.902,15.875,15.933,15.913,15.632,13.186,13.958,15.961
A679,14.583,15.902,15.875,15.933,15.913,15.632,13.186,13.958
A680,13.110,14.583,15.902,15.875,15.933,15.913,15.632,13.186
A681,15.559,13.110,14.583,15.902,15.875,15.933,15.913,15.632
A682,15.971,15.559,13.110,14.583,15.902,15.875,15.933,15.913
A683,16.097,15.971,15.559,13.110,14.583,15.902,15.875,15.933
A684,16.098,16.097,15.971,15.559,13.110,14.583,15.902,15.875
A685,16.034,16.098,16.097,15.971,15.559,13.110,14.583,15.902
A686,14.533,16.034,16.098,16.097,15.971,15.559,13.110,14.583
A687,13.257,14.533,16.034,16.098,16.097,15.971,15.559,13.110
A688,15.795,13.257,14.533,16.034,16.098,16.097,15.971,15.559
A689,16.004,15.795,13.257,14.533,16.034,16.098,16.097,15.971
A690,16.133,16.004,15.795,13.257,14.533,16.034,16.098,16.097
A691,16.225,16.133,16.004,15.795,13.257,14.533,16.034,16.098
A692,16.325,16.225,16.133,16.004,15.795,13.257,14.533,16.034
A693,14.909,16.325,16.225,16.133,16.004,15.795,13.257,14.533
A694,13.538,14.909,16.325,16.225,16.133,16.004,15.795,13.257
A695,14.698,13.538,14.909,16.325,16.225,16.133,16.004,15.795
A696,16.209,14.698,13.538,14.909,16.325,16.225,16.133,16.004
A697,16.260,16.209,14.698,13.538,14.909,16.325,16.225,16.133
A698,16.351,16.260,16.209,14.698,13.538,14.909,16.325,16.225
A699,16.006,16.351,16.260,16.209,14.698,13.538,14.909,16.325
A700,14.372,16.006,16.351,16.260,16.209,14.698,13.538,14.909
A701,12.875,14.372,16.006,16.351,16.260,16.209,14.698,13.538
A702,15.385,12.875,14.372,16.006,16.351,16.260,16.209,14.698
A703,15.814,15.385,12.875,14.372,16.006,16.351,16.260,16.209
A704,15.967,15.814,15.385,12.875,14.372,16.006,16.351,16.260
A705,15.846,15.967,15.814,15.385,12.875,14.372,16.006,16.351
A706,15.617,15.846,15.967,15.814,15.385,12.875,14.372,16.006
A707,14.409,15.617,15.846,15.967,15.814,15.385,12.875,14.372
A708,13.170,14.409,15.617,15.846,15.967,15.814,15.385,12.875
A709,15.424,13.170,14.409,15.617,15.846,15.967,15.814,15.385
A710,15.704,15.424,13.170,14.409,15.617,15.846,15.967,15.814
A711,14.855,15.704,15.424,13.170,14.409,15.617,15.846,15.967
A712,12.966,14.855,15.704,15.424,13.170,14.409,15.617,15.846
A713,14.603,12.966,14.855,15.704,15.424,13.170,14.409,15.617
A714,13.897,14.603,12.966,14.855,15.704,15.424,13.170,14.409
A715,12.704,13.897,14.603,12.966,14.855,15.704,15.424,13.170
A716,14.696,12.704,13.897,14.603,12.966,14.855,15.704,15.424
A717,15.212,14.696,12.704,13.897,14.603,12.966,14.855,15.704
A718,14.745,15.212,14.696,12.704,13.897,14.603,12.966,14.855
A719,12.961,14.745,15.212,14.696,12.704,13.897,14.603,12.966
A720,14.198,12.961,14.745,15.212,14.696,12.704,13.897,14.603
A721,13.972,14.198,12.961,14.745,15.212,14.696,12.704,13.897
A722,13.150,13.972,14.198,12.961,14.745,15.212,14.696,12.704
A723,15.373,13.150,13.972,14.198,12.961,14.745,15.212,14.696
A724,15.866,15.373,13.150,13.972,14.198,12.961,14.745,15.212
A725,14.184,15.866,15.373,13.150,13.972,14.198,12.961,14.745
A726,16.175,14.184,15.866,15.373,13.150,13.972,14.198,12.961
A727,15.969,16.175,14.184,15.866,15.373,13.150,13.972,14.198
A728,14.785,15.969,16.175,14.184,15.866,15.373,13.150,13.972
A729,13.339,14.785,15.969,16.175,14.184,15.866,15.373,13.150
A730,15.471,13.339,14.785,15.969,16.175,14.184,15.866,15.373
A731,15.610,15.471,13.339,14.785,15.969,16.175,14.184,15.866
A732,15.344,15.610,15.471,13.339,14.785,15.969,16.175,14.184
A733,15.643,15.344,15.610,15.471,13.339,14.785,15.969,16.175
A734,15.671,15.643,15.344,15.610,15.471,13.339,14.785,15.969
A735,13.624,15.671,15.643,15.344,15.610,15.471,13.339,14.785
A736,12.392,13.624,15.671,15.643,15.344,15.610,15.471,13.339
A737,15.100,12.392,13.624,15.671,15.643,15.344,15.610,15.471
A738,15.468,15.100,12.392,13.624,15.671,15.643,15.344,15.610
A739,14.540,15.468,15.100,12.392,13.624,15.671,15.643,15.344
A740,15.586,14.540,15.468,15.100,12.392,13.624,15.671,15.643
