DT,Y,D1,D2,D3,D4,D5,D6,D7
A2974,26.287,26.315,26.235,26.038,24.909,21.608,23.591,25.388
A2975,24.545,26.287,26.315,26.235,26.038,24.909,21.608,23.591
A2976,22.643,24.545,26.287,26.315,26.235,26.038,24.909,21.608
A2977,26.101,22.643,24.545,26.287,26.315,26.235,26.038,24.909
A2978,26.684,26.101,22.643,24.545,26.287,26.315,26.235,26.038
A2979,26.910,26.684,26.101,22.643,24.545,26.287,26.315,26.235
A2980,26.733,26.910,26.684,26.101,22.643,24.545,26.287,26.315
A2981,26.742,26.733,26.910,26.684,26.101,22.643,24.545,26.287
A2982,24.682,26.742,26.733,26.910,26.684,26.101,22.643,24.545
A2983,22.184,24.682,26.742,26.733,26.910,26.684,26.101,22.643
A2984,26.039,22.184,24.682,26.742,26.733,26.910,26.684,26.101
A2985,26.051,26.039,22.184,24.682,26.742,26.733,26.910,26.684
A2986,24.765,26.051,26.039,22.184,24.682,26.742,26.733,26.910
A2987,25.333,24.765,26.051,26.039,22.184,24.682,26.742,26.733
A2988,25.445,25.333,24.765,26.051,26.039,22.184,24.682,26.742
A2989,23.615,25.445,25.333,24.765,26.051,26.039,22.184,24.682
A2990,21.631,23.615,25.445,25.333,24.765,26.051,26.039,22.184
A2991,24.597,21.631,23.615,25.445,25.333,24.765,26.051,26.039
A2992,24.579,24.597,21.631,23.615,25.445,25.333,24.765,26.051
A2993,24.548,24.579,24.597,21.631,23.615,25.445,25.333,24.765
A2994,25.223,24.548,24.579,24.597,21.631,23.615,25.445,25.333
A2995,24.832,25.223,24.548,24.579,24.597,21.631,23.615,25.445
A2996,23.581,24.832,25.223,24.548,24.579,24.597,21.631,23.615
A2997,21.282,23.581,24.832,25.223,24.548,24.579,24.597,21.631
A2998,24.929,21.282,23.581,24.832,25.223,24.548,24.579,24.597
A2999,25.408,24.929,21.282,23.581,24.832,25.223,24.548,24.579
A3000,24.065,25.408,24.929,21.282,23.581,24.832,25.223,24.548
A3001,23.386,24.065,25.408,24.929,21.282,23.581,24.832,25.223
A3002,20.076,23.386,24.065,25.408,24.929,21.282,23.581,24.832
A3003,21.061,20.076,23.386,24.065,25.408,24.929,21.282,23.581
A3004,20.897,21.061,20.076,23.386,24.065,25.408,24.929,21.282
A3005,24.394,20.897,21.061,20.076,23.386,24.065,25.408,24.929
A3006,24.891,24.394,20.897,21.061,20.076,23.386,24.065,25.408
A3007,25.037,24.891,24.394,20.897,21.061,20.076,23.386,24.065
A3008,24.388,25.037,24.891,24.394,20.897,21.061,20.076,23.386
A3009,24.363,24.388,25.037,24.891,24.394,20.897,21.061,20.076
A3010,23.612,24.363,24.388,25.037,24.891,24.394,20.897,21.061
A3011,21.381,23.612,24.363,24.388,25.037,24.891,24.394,20.897
A3012,24.048,21.381,23.612,24.363,24.388,25.037,24.891,24.394
A3013,24.394,24.048,21.381,23.612,24.363,24.388,25.037,24.891
A3014,25.291,24.394,24.048,21.381,23.612,24.363,24.388,25.037
A3015,24.820,25.291,24.394,24.048,21.381,23.612,24.363,24.388
A3016,24.713,24.820,25.291,24.394,24.048,21.381,23.612,24.363
A3017,22.765,24.713,24.820,25.291,24.394,24.048,21.381,23.612
A3018,21.447,22.765,24.713,24.820,25.291,24.394,24.048,21.381
A3019,24.739,21.447,22.765,24.713,24.820,25.291,24.394,24.048
A3020,25.151,24.739,21.447,22.765,24.713,24.820,25.291,24.394
A3021,22.196,25.151,24.739,21.447,22.765,24.713,24.820,25.291
A3022,25.199,22.196,25.151,24.739,21.447,22.765,24.713,24.820
A3023,25.167,25.199,22.196,25.151,24.739,21.447,22.765,24.713
A3024,23.723,25.167,25.199,22.196,25.151,24.739,21.447,22.765
A3025,21.403,23.723,25.167,25.199,22.196,25.151,24.739,21.447
A3026,25.194,21.403,23.723,25.167,25.199,22.196,25.151,24.739
A3027,25.767,25.194,21.403,23.723,25.167,25.199,22.196,25.151
A3028,25.601,25.767,25.194,21.403,23.723,25.167,25.199,22.196
A3029,25.464,25.601,25.767,25.194,21.403,23.723,25.167,25.199
A3030,24.763,25.464,25.601,25.767,25.194,21.403,23.723,25.167
A3031,21.989,24.763,25.464,25.601,25.767,25.194,21.403,23.723
A3032,21.922,21.989,24.763,25.464,25.601,25.767,25.194,21.403
A3033,24.453,21.922,21.989,24.763,25.464,25.601,25.767,25.194
A3034,24.398,24.453,21.922,21.989,24.763,25.464,25.601,25.767
A3035,24.802,24.398,24.453,21.922,21.989,24.763,25.464,25.601
A3036,24.618,24.802,24.398,24.453,21.922,21.989,24.763,25.464
A3037,24.657,24.618,24.802,24.398,24.453,21.922,21.989,24.763
A3038,24.112,24.657,24.618,24.802,24.398,24.453,21.922,21.989
A3039,22.451,24.112,24.657,24.618,24.802,24.398,24.453,21.922
A3040,25.835,22.451,24.112,24.657,24.618,24.802,24.398,24.453
A3041,26.087,25.835,22.451,24.112,24.657,24.618,24.802,24.398
A3042,26.212,26.087,25.835,22.451,24.112,24.657,24.618,24.802
A3043,25.975,26.212,26.087,25.835,22.451,24.112,24.657,24.618
A3044,26.367,25.975,26.212,26.087,25.835,22.451,24.112,24.657
A3045,24.773,26.367,25.975,26.212,26.087,25.835,22.451,24.112
A3046,22.767,24.773,26.367,25.975,26.212,26.087,25.835,22.451
A3047,25.383,22.767,24.773,26.367,25.975,26.212,26.087,25.835
A3048,26.170,25.383,22.767,24.773,26.367,25.975,26.212,26.087
A3049,26.411,26.170,25.383,22.767,24.773,26.367,25.975,26.212
A3050,26.229,26.411,26.170,25.383,22.767,24.773,26.367,25.975
A3051,25.915,26.229,26.411,26.170,25.383,22.767,24.773,26.367
A3052,24.460,25.915,26.229,26.411,26.170,25.383,22.767,24.773
A3053,22.844,24.460,25.915,26.229,26.411,26.170,25.383,22.767
A3054,25.935,22.844,24.460,25.915,26.229,26.411,26.170,25.383
A3055,26.365,25.935,22.844,24.460,25.915,26.229,26.411,26.170
A3056,26.697,26.365,25.935,22.844,24.460,25.915,26.229,26.411
A3057,26.527,26.697,26.365,25.935,22.844,24.460,25.915,26.229
A3058,26.323,26.527,26.697,26.365,25.935,22.844,24.460,25.915
A3059,24.094,26.323,26.527,26.697,26.365,25.935,22.844,24.460
A3060,21.548,24.094,26.323,26.527,26.697,26.365,25.935,22.844
A3061,23.799,21.548,24.094,26.323,26.527,26.697,26.365,25.935
A3062,24.812,23.799,21.548,24.094,26.323,26.527,26.697,26.365
A3063,25.513,24.812,23.799,21.548,24.094,26.323,26.527,26.697
A3064,22.640,25.513,24.812,23.799,21.548,24.094,26.323,26.527
A3065,24.351,22.640,25.513,24.812,23.799,21.548,24.094,26.323
A3066,23.548,24.351,22.640,25.513,24.812,23.799,21.548,24.094
A3067,22.045,23.548,24.351,22.640,25.513,24.812,23.799,21.548
A3068,25.958,22.045,23.548,24.351,22.640,25.513,24.812,23.799
A3069,25.921,25.958,22.045,23.548,24.351,22.640,25.513,24.812
A3070,25.463,25.921,25.958,22.045,23.548,24.351,22.640,25.513
A3071,25.958,25.463,25.921,25.958,22.045,23.548,24.351,22.640
A3072,26.472,25.958,25.463,25.921,25.958,22.045,23.548,24.351
A3073,24.877,26.472,25.958,25.463,25.921,25.958,22.045,23.548
A3074,22.926,24.877,26.472,25.958,25.463,25.921,25.958,22.045
A3075,25.792,22.926,24.877,26.472,25.958,25.463,25.921,25.958
A3076,24.704,25.792,22.926,24.877,26.472,25.958,25.463,25.921
A3077,25.983,24.704,25.792,22.926,24.877,26.472,25.958,25.463
A3078,26.102,25.983,24.704,25.792,22.926,24.877,26.472,25.958
A3079,26.335,26.102,25.983,24.704,25.792,22.926,24.877,26.472
A3080,24.541,26.335,26.102,25.983,24.704,25.792,22.926,24.877
A3081,22.672,24.541,26.335,26.102,25.983,24.704,25.792,22.926
A3082,25.930,22.672,24.541,26.335,26.102,25.983,24.704,25.792
A3083,24.519,25.930,22.672,24.541,26.335,26.102,25.983,24.704
A3084,25.646,24.519,25.930,22.672,24.541,26.335,26.102,25.983
A3085,25.533,25.646,24.519,25.930,22.672,24.541,26.335,26.102
A3086,24.147,25.533,25.646,24.519,25.930,22.672,24.541,26.335
A3087,23.593,24.147,25.533,25.646,24.519,25.930,22.672,24.541
A3088,22.282,23.593,24.147,25.533,25.646,24.519,25.930,22.672
A3089,24.689,22.282,23.593,24.147,25.533,25.646,24.519,25.930
A3090,26.287,24.689,22.282,23.593,24.147,25.533,25.646,24.519
A3091,25.896,26.287,24.689,22.282,23.593,24.147,25.533,25.646
A3092,25.430,25.896,26.287,24.689,22.282,23.593,24.147,25.533
A3093,24.348,25.430,25.896,26.287,24.689,22.282,23.593,24.147
A3094,24.298,24.348,25.430,25.896,26.287,24.689,22.282,23.593
A3095,22.436,24.298,24.348,25.430,25.896,26.287,24.689,22.282
A3096,25.516,22.436,24.298,24.348,25.430,25.896,26.287,24.689
A3097,25.729,25.516,22.436,24.298,24.348,25.430,25.896,26.287
A3098,25.846,25.729,25.516,22.436,24.298,24.348,25.430,25.896
A3099,25.885,25.846,25.729,25.516,22.436,24.298,24.348,25.430
A3100,25.633,25.885,25.846,25.729,25.516,22.436,24.298,24.348
A3101,23.839,25.633,25.885,25.846,25.729,25.516,22.436,24.298
A3102,22.008,23.839,25.633,25.885,25.846,25.729,25.516,22.436
A3103,25.183,22.008,23.839,25.633,25.885,25.846,25.729,25.516
A3104,25.699,25.183,22.008,23.839,25.633,25.885,25.846,25.729
A3105,25.648,25.699,25.183,22.008,23.839,25.633,25.885,25.846
A3106,25.273,25.648,25.699,25.183,22.008,23.839,25.633,25.885
A3107,25.349,25.273,25.648,25.699,25.183,22.008,23.839,25.633
A3108,23.738,25.349,25.273,25.648,25.699,25.183,22.008,23.839
A3109,21.319,23.738,25.349,25.273,25.648,25.699,25.183,22.008
A3110,24.132,21.319,23.738,25.349,25.273,25.648,25.699,25.183
A3111,24.672,24.132,21.319,23.738,25.349,25.273,25.648,25.699
A3112,24.961,24.672,24.132,21.319,23.738,25.349,25.273,25.648
A3113,25.153,24.961,24.672,24.132,21.319,23.738,25.349,25.273
A3114,24.959,25.153,24.961,24.672,24.132,21.319,23.738,25.349
A3115,23.637,24.959,25.153,24.961,24.672,24.132,21.319,23.738
A3116,21.724,23.637,24.959,25.153,24.961,24.672,24.132,21.319
A3117,25.089,21.724,23.637,24.959,25.153,24.961,24.672,24.132
A3118,25.569,25.089,21.724,23.637,24.959,25.153,24.961,24.672
A3119,25.774,25.569,25.089,21.724,23.637,24.959,25.153,24.961
A3120,26.101,25.774,25.569,25.089,21.724,23.637,24.959,25.153
A3121,25.387,26.101,25.774,25.569,25.089,21.724,23.637,24.959
A3122,23.567,25.387,26.101,25.774,25.569,25.089,21.724,23.637
A3123,22.171,23.567,25.387,26.101,25.774,25.569,25.089,21.724
A3124,26.132,22.171,23.567,25.387,26.101,25.774,25.569,25.089
A3125,26.777,26.132,22.171,23.567,25.387,26.101,25.774,25.569
A3126,26.335,26.777,26.132,22.171,23.567,25.387,26.101,25.774
A3127,26.598,26.335,26.777,26.132,22.171,23.567,25.387,26.101
A3128,26.364,26.598,26.335,26.777,26.132,22.171,23.567,25.387
A3129,24.355,26.364,26.598,26.335,26.777,26.132,22.171,23.567
A3130,22.799,24.355,26.364,26.598,26.335,26.777,26.132,22.171
A3131,26.306,22.799,24.355,26.364,26.598,26.335,26.777,26.132
A3132,26.627,26.306,22.799,24.355,26.364,26.598,26.335,26.777
A3133,26.599,26.627,26.306,22.799,24.355,26.364,26.598,26.335
A3134,26.282,26.599,26.627,26.306,22.799,24.355,26.364,26.598
A3135,25.945,26.282,26.599,26.627,26.306,22.799,24.355,26.364
A3136,24.385,25.945,26.282,26.599,26.627,26.306,22.799,24.355
A3137,22.602,24.385,25.945,26.282,26.599,26.627,26.306,22.799
A3138,25.914,22.602,24.385,25.945,26.282,26.599,26.627,26.306
A3139,25.735,25.914,22.602,24.385,25.945,26.282,26.599,26.627
A3140,25.622,25.735,25.914,22.602,24.385,25.945,26.282,26.599
A3141,25.577,25.622,25.735,25.914,22.602,24.385,25.945,26.282
A3142,26.154,25.577,25.622,25.735,25.914,22.602,24.385,25.945
A3143,25.029,26.154,25.577,25.622,25.735,25.914,22.602,24.385
A3144,22.408,25.029,26.154,25.577,25.622,25.735,25.914,22.602
A3145,26.725,22.408,25.029,26.154,25.577,25.622,25.735,25.914
A3146,26.852,26.725,22.408,25.029,26.154,25.577,25.622,25.735
A3147,26.872,26.852,26.725,22.408,25.029,26.154,25.577,25.622
A3148,26.890,26.872,26.852,26.725,22.408,25.029,26.154,25.577
A3149,26.371,26.890,26.872,26.852,26.725,22.408,25.029,26.154
A3150,24.954,26.371,26.890,26.872,26.852,26.725,22.408,25.029
A3151,22.769,24.954,26.371,26.890,26.872,26.852,26.725,22.408
A3152,26.048,22.769,24.954,26.371,26.890,26.872,26.852,26.725
A3153,26.443,26.048,22.769,24.954,26.371,26.890,26.872,26.852
A3154,27.031,26.443,26.048,22.769,24.954,26.371,26.890,26.872
A3155,27.174,27.031,26.443,26.048,22.769,24.954,26.371,26.890
A3156,27.314,27.174,27.031,26.443,26.048,22.769,24.954,26.371
A3157,25.787,27.314,27.174,27.031,26.443,26.048,22.769,24.954
A3158,24.031,25.787,27.314,27.174,27.031,26.443,26.048,22.769
A3159,26.605,24.031,25.787,27.314,27.174,27.031,26.443,26.048
A3160,24.181,26.605,24.031,25.787,27.314,27.174,27.031,26.443
A3161,26.982,24.181,26.605,24.031,25.787,27.314,27.174,27.031
A3162,27.410,26.982,24.181,26.605,24.031,25.787,27.314,27.174
A3163,26.849,27.410,26.982,24.181,26.605,24.031,25.787,27.314
A3164,25.061,26.849,27.410,26.982,24.181,26.605,24.031,25.787
A3165,23.209,25.061,26.849,27.410,26.982,24.181,26.605,24.031
A3166,27.128,23.209,25.061,26.849,27.410,26.982,24.181,26.605
A3167,27.596,27.128,23.209,25.061,26.849,27.410,26.982,24.181
A3168,27.802,27.596,27.128,23.209,25.061,26.849,27.410,26.982
A3169,27.456,27.802,27.596,27.128,23.209,25.061,26.849,27.410
A3170,27.346,27.456,27.802,27.596,27.128,23.209,25.061,26.849
A3171,25.487,27.346,27.456,27.802,27.596,27.128,23.209,25.061
A3172,23.452,25.487,27.346,27.456,27.802,27.596,27.128,23.209
A3173,26.702,23.452,25.487,27.346,27.456,27.802,27.596,27.128
A3174,26.997,26.702,23.452,25.487,27.346,27.456,27.802,27.596
A3175,26.974,26.997,26.702,23.452,25.487,27.346,27.456,27.802
A3176,27.261,26.974,26.997,26.702,23.452,25.487,27.346,27.456
A3177,27.381,27.261,26.974,26.997,26.702,23.452,25.487,27.346
A3178,25.524,27.381,27.261,26.974,26.997,26.702,23.452,25.487
A3179,23.841,25.524,27.381,27.261,26.974,26.997,26.702,23.452
A3180,27.096,23.841,25.524,27.381,27.261,26.974,26.997,26.702
A3181,27.286,27.096,23.841,25.524,27.381,27.261,26.974,26.997
A3182,27.054,27.286,27.096,23.841,25.524,27.381,27.261,26.974
A3183,27.100,27.054,27.286,27.096,23.841,25.524,27.381,27.261
A3184,27.118,27.100,27.054,27.286,27.096,23.841,25.524,27.381
A3185,24.841,27.118,27.100,27.054,27.286,27.096,23.841,25.524
A3186,23.446,24.841,27.118,27.100,27.054,27.286,27.096,23.841
A3187,26.742,23.446,24.841,27.118,27.100,27.054,27.286,27.096
A3188,27.112,26.742,23.446,24.841,27.118,27.100,27.054,27.286
A3189,27.680,27.112,26.742,23.446,24.841,27.118,27.100,27.054
A3190,28.001,27.680,27.112,26.742,23.446,24.841,27.118,27.100
A3191,28.061,28.001,27.680,27.112,26.742,23.446,24.841,27.118
A3192,26.139,28.061,28.001,27.680,27.112,26.742,23.446,24.841
A3193,23.322,26.139,28.061,28.001,27.680,27.112,26.742,23.446
A3194,25.385,23.322,26.139,28.061,28.001,27.680,27.112,26.742
A3195,23.428,25.385,23.322,26.139,28.061,28.001,27.680,27.112
A3196,26.595,23.428,25.385,23.322,26.139,28.061,28.001,27.680
A3197,27.114,26.595,23.428,25.385,23.322,26.139,28.061,28.001
A3198,27.463,27.114,26.595,23.428,25.385,23.322,26.139,28.061
A3199,26.281,27.463,27.114,26.595,23.428,25.385,23.322,26.139
A3200,22.706,26.281,27.463,27.114,26.595,23.428,25.385,23.322
A3201,26.291,22.706,26.281,27.463,27.114,26.595,23.428,25.385
A3202,27.069,26.291,22.706,26.281,27.463,27.114,26.595,23.428
A3203,27.216,27.069,26.291,22.706,26.281,27.463,27.114,26.595
A3204,27.614,27.216,27.069,26.291,22.706,26.281,27.463,27.114
A3205,27.335,27.614,27.216,27.069,26.291,22.706,26.281,27.463
A3206,25.364,27.335,27.614,27.216,27.069,26.291,22.706,26.281
A3207,24.047,25.364,27.335,27.614,27.216,27.069,26.291,22.706
A3208,25.752,24.047,25.364,27.335,27.614,27.216,27.069,26.291
A3209,26.390,25.752,24.047,25.364,27.335,27.614,27.216,27.069
A3210,27.180,26.390,25.752,24.047,25.364,27.335,27.614,27.216
A3211,27.042,27.180,26.390,25.752,24.047,25.364,27.335,27.614
A3212,26.370,27.042,27.180,26.390,25.752,24.047,25.364,27.335
A3213,25.183,26.370,27.042,27.180,26.390,25.752,24.047,25.364
A3214,23.546,25.183,26.370,27.042,27.180,26.390,25.752,24.047
A3215,26.010,23.546,25.183,26.370,27.042,27.180,26.390,25.752
A3216,23.984,26.010,23.546,25.183,26.370,27.042,27.180,26.390
A3217,26.987,23.984,26.010,23.546,25.183,26.370,27.042,27.180
A3218,27.649,26.987,23.984,26.010,23.546,25.183,26.370,27.042
A3219,28.073,27.649,26.987,23.984,26.010,23.546,25.183,26.370
A3220,26.405,28.073,27.649,26.987,23.984,26.010,23.546,25.183
A3221,24.399,26.405,28.073,27.649,26.987,23.984,26.010,23.546
A3222,27.458,24.399,26.405,28.073,27.649,26.987,23.984,26.010
A3223,27.536,27.458,24.399,26.405,28.073,27.649,26.987,23.984
A3224,27.707,27.536,27.458,24.399,26.405,28.073,27.649,26.987
A3225,28.289,27.707,27.536,27.458,24.399,26.405,28.073,27.649
A3226,27.797,28.289,27.707,27.536,27.458,24.399,26.405,28.073
A3227,25.191,27.797,28.289,27.707,27.536,27.458,24.399,26.405
A3228,21.644,25.191,27.797,28.289,27.707,27.536,27.458,24.399
A3229,22.652,21.644,25.191,27.797,28.289,27.707,27.536,27.458
A3230,26.995,22.652,21.644,25.191,27.797,28.289,27.707,27.536
A3231,27.709,26.995,22.652,21.644,25.191,27.797,28.289,27.707
A3232,27.542,27.709,26.995,22.652,21.644,25.191,27.797,28.289
A3233,27.522,27.542,27.709,26.995,22.652,21.644,25.191,27.797
A3234,25.423,27.522,27.542,27.709,26.995,22.652,21.644,25.191
A3235,23.218,25.423,27.522,27.542,27.709,26.995,22.652,21.644
A3236,26.928,23.218,25.423,27.522,27.542,27.709,26.995,22.652
A3237,27.714,26.928,23.218,25.423,27.522,27.542,27.709,26.995
A3238,27.245,27.714,26.928,23.218,25.423,27.522,27.542,27.709
A3239,27.129,27.245,27.714,26.928,23.218,25.423,27.522,27.542
A3240,27.607,27.129,27.245,27.714,26.928,23.218,25.423,27.522
A3241,25.967,27.607,27.129,27.245,27.714,26.928,23.218,25.423
A3242,23.176,25.967,27.607,27.129,27.245,27.714,26.928,23.218
A3243,26.751,23.176,25.967,27.607,27.129,27.245,27.714,26.928
A3244,27.601,26.751,23.176,25.967,27.607,27.129,27.245,27.714
A3245,27.396,27.601,26.751,23.176,25.967,27.607,27.129,27.245
A3246,27.710,27.396,27.601,26.751,23.176,25.967,27.607,27.129
A3247,27.453,27.710,27.396,27.601,26.751,23.176,25.967,27.607
A3248,25.528,27.453,27.710,27.396,27.601,26.751,23.176,25.967
A3249,23.375,25.528,27.453,27.710,27.396,27.601,26.751,23.176
A3250,26.086,23.375,25.528,27.453,27.710,27.396,27.601,26.751
A3251,26.794,26.086,23.375,25.528,27.453,27.710,27.396,27.601
A3252,25.245,26.794,26.086,23.375,25.528,27.453,27.710,27.396
A3253,26.417,25.245,26.794,26.086,23.375,25.528,27.453,27.710
A3254,27.047,26.417,25.245,26.794,26.086,23.375,25.528,27.453
A3255,25.923,27.047,26.417,25.245,26.794,26.086,23.375,25.528
A3256,24.317,25.923,27.047,26.417,25.245,26.794,26.086,23.375
A3257,27.186,24.317,25.923,27.047,26.417,25.245,26.794,26.086
A3258,27.342,27.186,24.317,25.923,27.047,26.417,25.245,26.794
A3259,26.625,27.342,27.186,24.317,25.923,27.047,26.417,25.245
A3260,25.499,26.625,27.342,27.186,24.317,25.923,27.047,26.417
A3261,25.163,25.499,26.625,27.342,27.186,24.317,25.923,27.047
A3262,24.053,25.163,25.499,26.625,27.342,27.186,24.317,25.923
A3263,23.182,24.053,25.163,25.499,26.625,27.342,27.186,24.317
A3264,25.953,23.182,24.053,25.163,25.499,26.625,27.342,27.186
A3265,25.862,25.953,23.182,24.053,25.163,25.499,26.625,27.342
A3266,25.911,25.862,25.953,23.182,24.053,25.163,25.499,26.625
A3267,25.943,25.911,25.862,25.953,23.182,24.053,25.163,25.499
A3268,23.936,25.943,25.911,25.862,25.953,23.182,24.053,25.163
A3269,21.524,23.936,25.943,25.911,25.862,25.953,23.182,24.053
A3270,22.616,21.524,23.936,25.943,25.911,25.862,25.953,23.182
A3271,25.632,22.616,21.524,23.936,25.943,25.911,25.862,25.953
A3272,26.341,25.632,22.616,21.524,23.936,25.943,25.911,25.862
A3273,26.406,26.341,25.632,22.616,21.524,23.936,25.943,25.911
A3274,25.481,26.406,26.341,25.632,22.616,21.524,23.936,25.943
A3275,23.660,25.481,26.406,26.341,25.632,22.616,21.524,23.936
A3276,20.764,23.660,25.481,26.406,26.341,25.632,22.616,21.524
A3277,21.219,20.764,23.660,25.481,26.406,26.341,25.632,22.616
A3278,24.635,21.219,20.764,23.660,25.481,26.406,26.341,25.632
A3279,25.446,24.635,21.219,20.764,23.660,25.481,26.406,26.341
A3280,25.751,25.446,24.635,21.219,20.764,23.660,25.481,26.406
A3281,25.344,25.751,25.446,24.635,21.219,20.764,23.660,25.481
A3282,24.952,25.344,25.751,25.446,24.635,21.219,20.764,23.660
A3283,22.762,24.952,25.344,25.751,25.446,24.635,21.219,20.764
A3284,21.489,22.762,24.952,25.344,25.751,25.446,24.635,21.219
A3285,24.608,21.489,22.762,24.952,25.344,25.751,25.446,24.635
A3286,25.466,24.608,21.489,22.762,24.952,25.344,25.751,25.446
A3287,25.219,25.466,24.608,21.489,22.762,24.952,25.344,25.751
A3288,25.667,25.219,25.466,24.608,21.489,22.762,24.952,25.344
A3289,26.043,25.667,25.219,25.466,24.608,21.489,22.762,24.952
A3290,24.151,26.043,25.667,25.219,25.466,24.608,21.489,22.762
A3291,22.196,24.151,26.043,25.667,25.219,25.466,24.608,21.489
A3292,24.981,22.196,24.151,26.043,25.667,25.219,25.466,24.608
A3293,25.512,24.981,22.196,24.151,26.043,25.667,25.219,25.466
A3294,25.210,25.512,24.981,22.196,24.151,26.043,25.667,25.219
A3295,24.188,25.210,25.512,24.981,22.196,24.151,26.043,25.667
A3296,24.465,24.188,25.210,25.512,24.981,22.196,24.151,26.043
A3297,22.744,24.465,24.188,25.210,25.512,24.981,22.196,24.151
A3298,21.638,22.744,24.465,24.188,25.210,25.512,24.981,22.196
A3299,24.670,21.638,22.744,24.465,24.188,25.210,25.512,24.981
A3300,23.902,24.670,21.638,22.744,24.465,24.188,25.210,25.512
A3301,24.533,23.902,24.670,21.638,22.744,24.465,24.188,25.210
A3302,24.624,24.533,23.902,24.670,21.638,22.744,24.465,24.188
A3303,24.216,24.624,24.533,23.902,24.670,21.638,22.744,24.465
A3304,22.642,24.216,24.624,24.533,23.902,24.670,21.638,22.744
A3305,21.144,22.642,24.216,24.624,24.533,23.902,24.670,21.638
A3306,24.483,21.144,22.642,24.216,24.624,24.533,23.902,24.670
A3307,24.253,24.483,21.144,22.642,24.216,24.624,24.533,23.902
A3308,24.179,24.253,24.483,21.144,22.642,24.216,24.624,24.533
A3309,24.946,24.179,24.253,24.483,21.144,22.642,24.216,24.624
A3310,25.457,24.946,24.179,24.253,24.483,21.144,22.642,24.216
A3311,23.564,25.457,24.946,24.179,24.253,24.483,21.144,22.642
A3312,21.652,23.564,25.457,24.946,24.179,24.253,24.483,21.144
A3313,23.978,21.652,23.564,25.457,24.946,24.179,24.253,24.483
A3314,25.449,23.978,21.652,23.564,25.457,24.946,24.179,24.253
A3315,25.582,25.449,23.978,21.652,23.564,25.457,24.946,24.179
A3316,25.065,25.582,25.449,23.978,21.652,23.564,25.457,24.946
A3317,25.759,25.065,25.582,25.449,23.978,21.652,23.564,25.457
A3318,24.085,25.759,25.065,25.582,25.449,23.978,21.652,23.564
A3319,22.605,24.085,25.759,25.065,25.582,25.449,23.978,21.652
A3320,24.661,22.605,24.085,25.759,25.065,25.582,25.449,23.978
A3321,24.154,24.661,22.605,24.085,25.759,25.065,25.582,25.449
A3322,24.456,24.154,24.661,22.605,24.085,25.759,25.065,25.582
A3323,24.860,24.456,24.154,24.661,22.605,24.085,25.759,25.065
A3324,24.608,24.860,24.456,24.154,24.661,22.605,24.085,25.759
A3325,23.948,24.608,24.860,24.456,24.154,24.661,22.605,24.085
A3326,21.717,23.948,24.608,24.860,24.456,24.154,24.661,22.605
A3327,24.788,21.717,23.948,24.608,24.860,24.456,24.154,24.661
A3328,25.638,24.788,21.717,23.948,24.608,24.860,24.456,24.154
A3329,25.748,25.638,24.788,21.717,23.948,24.608,24.860,24.456
A3330,25.450,25.748,25.638,24.788,21.717,23.948,24.608,24.860
A3331,24.971,25.450,25.748,25.638,24.788,21.717,23.948,24.608
A3332,23.203,24.971,25.450,25.748,25.638,24.788,21.717,23.948
A3333,21.080,23.203,24.971,25.450,25.748,25.638,24.788,21.717
A3334,24.051,21.080,23.203,24.971,25.450,25.748,25.638,24.788
A3335,24.370,24.051,21.080,23.203,24.971,25.450,25.748,25.638
A3336,25.023,24.370,24.051,21.080,23.203,24.971,25.450,25.748
A3337,25.243,25.023,24.370,24.051,21.080,23.203,24.971,25.450
A3338,24.845,25.243,25.023,24.370,24.051,21.080,23.203,24.971
A3339,23.525,24.845,25.243,25.023,24.370,24.051,21.080,23.203
A3340,22.080,23.525,24.845,25.243,25.023,24.370,24.051,21.080
A3341,22.781,22.080,23.525,24.845,25.243,25.023,24.370,24.051
A3342,21.911,22.781,22.080,23.525,24.845,25.243,25.023,24.370
A3343,23.838,21.911,22.781,22.080,23.525,24.845,25.243,25.023
A3344,25.079,23.838,21.911,22.781,22.080,23.525,24.845,25.243
A3345,25.183,25.079,23.838,21.911,22.781,22.080,23.525,24.845
A3346,23.114,25.183,25.079,23.838,21.911,22.781,22.080,23.525
A3347,21.180,23.114,25.183,25.079,23.838,21.911,22.781,22.080
A3348,24.951,21.180,23.114,25.183,25.079,23.838,21.911,22.781
A3349,25.602,24.951,21.180,23.114,25.183,25.079,23.838,21.911
A3350,25.299,25.602,24.951,21.180,23.114,25.183,25.079,23.838
A3351,25.505,25.299,25.602,24.951,21.180,23.114,25.183,25.079
A3352,25.566,25.505,25.299,25.602,24.951,21.180,23.114,25.183
A3353,24.507,25.566,25.505,25.299,25.602,24.951,21.180,23.114
A3354,22.582,24.507,25.566,25.505,25.299,25.602,24.951,21.180
A3355,25.931,22.582,24.507,25.566,25.505,25.299,25.602,24.951
A3356,26.280,25.931,22.582,24.507,25.566,25.505,25.299,25.602
A3357,25.418,26.280,25.931,22.582,24.507,25.566,25.505,25.299
A3358,25.613,25.418,26.280,25.931,22.582,24.507,25.566,25.505
A3359,25.619,25.613,25.418,26.280,25.931,22.582,24.507,25.566
A3360,23.908,25.619,25.613,25.418,26.280,25.931,22.582,24.507
A3361,21.448,23.908,25.619,25.613,25.418,26.280,25.931,22.582
